timestamp,type,advances,declines,unchanged,advance_decline_ratio,market_sentiment,sector,change_percent,volume
2025-10-28T11:56:13.947169,sector_performance,,,,,,FMCG,-0.7653820391906532,0.0
2025-10-28T11:56:13.947169,sector_performance,,,,,,Metal,0.9960968663892887,0.0
2025-10-28T11:56:13.947169,sector_performance,,,,,,Realty,-0.9786002932268257,0.0
2025-10-28T11:56:13.947169,sector_performance,,,,,,Energy,-0.2993350666836678,0.0
2025-10-28T11:57:23.790940,market_breadth,0.0,0.0,0.0,inf,bearish,,,
2025-10-28T11:57:23.790940,sector_performance,,,,,,Banking,-0.8305304486794853,2772372.0
2025-10-28T11:57:23.790940,sector_performance,,,,,,IT,-1.1052560317203421,3381003.0
2025-10-28T11:57:23.790940,sector_performance,,,,,,Pharma,-3.2326678923132555,1049882.0
2025-10-28T11:57:23.790940,sector_performance,,,,,,Auto,-0.12995844265535386,0.0
2025-10-28T11:57:23.790940,sector_performance,,,,,,FMCG,-0.807341149978405,0.0
2025-10-28T11:57:23.790940,sector_performance,,,,,,Metal,1.0042241180625602,0.0
2025-10-28T11:57:23.790940,sector_performance,,,,,,Realty,-0.9786002932268257,0.0
2025-10-28T11:57:23.790940,sector_performance,,,,,,Energy,-0.29416490228443826,0.0
2025-10-28T11:58:34.015598,market_breadth,0.0,0.0,0.0,inf,bearish,,,
2025-10-28T11:58:34.015598,sector_performance,,,,,,Banking,-0.8440931274978709,2775341.0
2025-10-28T11:58:34.015598,sector_performance,,,,,,IT,-1.1303711314146394,3390014.0
2025-10-28T11:58:34.015598,sector_performance,,,,,,Pharma,-3.2326678923132555,1053873.0
2025-10-28T11:58:34.015598,sector_performance,,,,,,Auto,-0.14059140614533736,0.0
2025-10-28T11:58:34.015598,sector_performance,,,,,,FMCG,-0.820792686237211,0.0
2025-10-28T11:58:34.015598,sector_performance,,,,,,Metal,0.9922805105518974,0.0
2025-10-28T11:58:34.015598,sector_performance,,,,,,Realty,-0.9576664709989904,0.0
2025-10-28T11:58:34.015598,sector_performance,,,,,,Energy,-0.3052033123519918,0.0
2025-10-28T12:00:54.125058,market_breadth,0.0,0.0,0.0,inf,bearish,,,
2025-10-28T12:00:54.125058,sector_performance,,,,,,Banking,-0.8610387170512771,2801604.0
2025-10-28T12:00:54.125058,sector_performance,,,,,,IT,-1.2057260127560943,3474477.0
2025-10-28T12:00:54.125058,sector_performance,,,,,,Pharma,-3.275203956900574,1091458.0
2025-10-28T12:00:54.125058,sector_performance,,,,,,Auto,-0.19594725849622113,0.0
2025-10-28T12:00:54.125058,sector_performance,,,,,,FMCG,-0.860102985514874,0.0
2025-10-28T12:00:54.125058,sector_performance,,,,,,Metal,0.9903676671615177,0.0
2025-10-28T12:00:54.125058,sector_performance,,,,,,Realty,-0.9942958688184617,0.0
2025-10-28T12:00:54.125058,sector_performance,,,,,,Energy,-0.30869371869746326,0.0
2025-10-28T12:02:07.903336,market_breadth,0.0,0.0,0.0,inf,bearish,,,
2025-10-28T12:02:07.903336,sector_performance,,,,,,Banking,-0.8542625502884682,2804564.0
2025-10-28T12:02:07.903336,sector_performance,,,,,,IT,-1.33133025800327,3654523.0
2025-10-28T12:02:07.903336,sector_performance,,,,,,Pharma,-3.1901318277259367,1092867.0
2025-10-28T12:02:07.903336,sector_performance,,,,,,Auto,-0.17523267036388293,0.0
2025-10-28T12:02:07.903336,sector_performance,,,,,,FMCG,-0.8658570616934482,0.0
2025-10-28T12:02:07.903336,sector_performance,,,,,,Metal,1.0419677839849286,0.0
2025-10-28T12:02:07.903336,sector_performance,,,,,,Realty,-0.983832151757371,0.0
2025-10-28T12:02:07.903336,sector_performance,,,,,,Energy,-0.28411907652137813,0.0
2025-10-28T12:03:20.466077,market_breadth,0.0,0.0,0.0,inf,bearish,,,
2025-10-28T12:03:20.466077,sector_performance,,,,,,Banking,-0.8813775626324716,2811455.0
2025-10-28T12:03:20.466077,sector_performance,,,,,,IT,-1.2559657944032518,3690700.0
2025-10-28T12:03:20.466077,sector_performance,,,,,,Pharma,-3.275203956900574,1128994.0
2025-10-28T12:03:20.466077,sector_performance,,,,,,Auto,-0.20547754429094708,0.0
2025-10-28T12:03:20.466077,sector_performance,,,,,,FMCG,-0.9031202377152721,0.0
2025-10-28T12:03:20.466077,sector_performance,,,,,,Metal,1.0424436620966817,0.0
2025-10-28T12:03:20.466077,sector_performance,,,,,,Realty,-1.0466272303352229,0.0
2025-10-28T12:03:20.466077,sector_performance,,,,,,Energy,-0.30673036512813556,0.0
2025-10-28T12:04:37.676394,market_breadth,0.0,0.0,0.0,inf,bearish,,,
2025-10-28T12:04:37.676394,sector_performance,,,,,,Banking,-0.894940241450857,2817305.0
2025-10-28T12:04:37.676394,sector_performance,,,,,,IT,-1.2559657944032518,3713206.0
2025-10-28T12:04:37.676394,sector_performance,,,,,,Pharma,-3.275203956900574,1131280.0
2025-10-28T12:04:37.676394,sector_performance,,,,,,Auto,-0.19668476370798432,0.0
2025-10-28T12:04:37.676394,sector_performance,,,,,,FMCG,-0.8792186905119641,0.0
2025-10-28T12:04:37.676394,sector_performance,,,,,,Metal,1.0510374609383384,0.0
2025-10-28T12:04:37.676394,sector_performance,,,,,,Realty,-1.0361635132741323,0.0
2025-10-28T12:04:37.676394,sector_performance,,,,,,Energy,-0.3167870984110252,0.0
2025-10-28T12:05:56.175488,market_breadth,0.0,0.0,0.0,inf,bearish,,,
2025-10-28T12:05:56.175488,sector_performance,,,,,,Banking,-0.8983334974786452,2826764.0
2025-10-28T12:05:56.175488,sector_performance,,,,,,IT,-1.2559657944032518,3736824.0
2025-10-28T12:05:56.175488,sector_performance,,,,,,Pharma,-3.275203956900574,1138386.0
2025-10-28T12:05:56.175488,sector_performance,,,,,,Auto,-0.18641697270149518,0.0
2025-10-28T12:05:56.175488,sector_performance,,,,,,FMCG,-0.8912593715539083,0.0
2025-10-28T12:05:56.175488,sector_performance,,,,,,Metal,1.082090840466062,0.0
2025-10-28T12:05:56.175488,sector_performance,,,,,,Realty,-1.0623291940325128,0.0
2025-10-28T12:05:56.175488,sector_performance,,,,,,Energy,-0.2912416869701059,0.0
2025-10-28T12:07:23.748498,market_breadth,0.0,0.0,0.0,inf,bearish,,,
2025-10-28T12:07:23.748498,sector_performance,,,,,,IT,-1.3564453576975672,3765325.0
2025-10-28T12:07:23.748498,sector_performance,,,,,,Pharma,-3.360276086075211,1139758.0
2025-10-28T12:07:23.748498,sector_performance,,,,,,Auto,-0.25955171282721334,0.0
2025-10-28T12:07:23.748498,sector_performance,,,,,,FMCG,-0.9841199254598161,0.0
2025-10-28T12:07:23.748498,sector_performance,,,,,,Metal,1.063466277504122,0.0
2025-10-28T12:07:23.748498,sector_performance,,,,,,Realty,-1.1041904503825295,0.0
2025-10-28T12:07:23.748498,sector_performance,,,,,,Energy,-0.3137111778190785,0.0
2025-10-28T12:08:58.488331,market_breadth,0.0,0.0,0.0,inf,bearish,,,
2025-10-28T12:08:58.488331,sector_performance,,,,,,Banking,-0.9525738674594195,2887972.0
2025-10-28T12:08:58.488331,sector_performance,,,,,,IT,-1.33133025800327,3781354.0
2025-10-28T12:08:58.488331,sector_performance,,,,,,Pharma,-3.3177400214878925,1144173.0
2025-10-28T12:08:58.488331,sector_performance,,,,,,Auto,-0.26743514232382737,0.0
2025-10-28T12:08:58.488331,sector_performance,,,,,,FMCG,-0.9915614951330682,0.0
2025-10-28T12:08:58.488331,sector_performance,,,,,,Metal,1.0754098850147848,0.0
2025-10-28T12:08:58.488331,sector_performance,,,,,,Realty,-1.1041904503825295,0.0
2025-10-28T12:08:58.488331,sector_performance,,,,,,Energy,-0.31343848982333855,0.0
2025-10-28T12:10:38.332662,market_breadth,0.0,0.0,0.0,inf,bearish,,,
2025-10-28T12:10:38.332662,sector_performance,,,,,,Banking,-0.9525738674594195,2912837.0
2025-10-28T12:10:38.332662,sector_performance,,,,,,IT,-1.33133025800327,3809183.0
2025-10-28T12:10:38.332662,sector_performance,,,,,,Pharma,-3.3177400214878925,1146569.0
2025-10-28T12:10:38.332662,sector_performance,,,,,,Auto,-0.30042955024426105,0.0
2025-10-28T12:10:38.332662,sector_performance,,,,,,FMCG,-0.9404802371343317,0.0
2025-10-28T12:10:38.332662,sector_performance,,,,,,Metal,1.0539113914955915,0.0
2025-10-28T12:10:38.332662,sector_performance,,,,,,Realty,-1.1512899533687453,0.0
2025-10-28T12:10:38.332662,sector_performance,,,,,,Energy,-0.35727581201849434,0.0
2025-10-28T12:12:27.414103,market_breadth,0.0,0.0,0.0,inf,bearish,,,
2025-10-28T12:12:27.414103,sector_performance,,,,,,Banking,-0.945787355403843,2927852.0
2025-10-28T12:12:27.414103,sector_performance,,,,,,IT,-1.3815700396504278,3828802.0
2025-10-28T12:12:27.414103,sector_performance,,,,,,Pharma,-3.3177400214878925,1153920.0
2025-10-28T12:12:27.414103,sector_performance,,,,,,Auto,-0.26743514232382737,0.0
2025-10-28T12:12:27.414103,sector_performance,,,,,,FMCG,-0.9230381937180288,0.0
2025-10-28T12:12:27.414103,sector_performance,,,,,,Metal,1.0725359544575315,0.0
2025-10-28T12:12:27.414103,sector_performance,,,,,,Realty,-1.13035613114091,0.0
2025-10-28T12:12:27.414103,sector_performance,,,,,,Energy,-0.34456855141701226,0.0
2025-10-28T12:13:57.783424,market_breadth,0.0,0.0,0.0,inf,bearish,,,
2025-10-28T12:13:57.783424,sector_performance,,,,,,Banking,-0.945787355403843,2930487.0
2025-10-28T12:13:57.783424,sector_performance,,,,,,IT,-1.33133025800327,3852438.0
2025-10-28T12:13:57.783424,sector_performance,,,,,,Pharma,-3.3177400214878925,1157089.0
2025-10-28T12:13:57.783424,sector_performance,,,,,,Auto,-0.2597378791913478,0.0
2025-10-28T12:13:57.783424,sector_performance,,,,,,FMCG,-0.9186119812729718,0.0
2025-10-28T12:13:57.783424,sector_performance,,,,,,Metal,1.1102796203799,0.0
2025-10-28T12:13:57.783424,sector_performance,,,,,,Realty,-1.098958591851984,0.0
2025-10-28T12:13:57.783424,sector_performance,,,,,,Energy,-0.31483465236152713,0.0
2025-10-28T12:16:06.875329,market_breadth,0.0,0.0,0.0,inf,bearish,,,
2025-10-28T12:16:06.875329,sector_performance,,,,,,Banking,-0.8983334974786452,2956471.0
2025-10-28T12:16:06.875329,sector_performance,,,,,,IT,-1.2810904763561124,3871306.0
