Price,close,high,low,open,volume
Ticker,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS
Date,,,,,
2010-01-04,233.26866149902344,234.82222950722397,231.72400901369866,233.03650913074316,4069264
2010-01-05,234.04983520507812,234.88464612044584,232.1525079451464,233.9292904009947,6895528
2010-01-06,230.63462829589844,239.55428915795824,229.92034044153255,239.55428915795824,6817288
2010-01-07,225.45162963867188,230.94718756596154,224.84001178955148,230.94718756596154,10892600
2010-01-08,220.01852416992188,225.2953347057076,219.46495541178894,224.91140060304977,12649312
2010-01-11,222.29086303710938,223.63462158709874,220.89354597049544,220.99176928181433,7849656
2010-01-12,230.9783935546875,231.60786416043493,223.2149808793706,223.2149808793706,24859680
2010-01-13,239.59893798828125,240.62572680395675,221.14799811984653,221.14799811984653,19704040
2010-01-14,240.156982421875,241.33108442615693,236.6257172926993,239.19715806606678,8413904
2010-01-15,238.9115447998047,240.40261702483934,236.97848932206472,240.15708046148993,5049504
2010-01-18,239.88021850585938,240.1793353193661,237.14361137852654,237.76861336634644,6140088
2010-01-19,235.3489990234375,240.00080914017187,234.6525855427324,239.28652101773088,5837512
2010-01-20,237.29537963867188,238.67931253251777,235.53644993325793,236.48733704098453,6091992
2010-01-21,234.39369201660156,237.92049035838988,232.1436883202442,235.98298778092516,6682792
2010-01-22,229.96498107910156,233.03641010210947,227.8578232109515,232.14355029328914,13486496
2010-01-25,226.99180603027344,229.460555253034,224.8221518336091,227.67930388232853,6498712
2010-01-27,223.41592407226562,226.2373707776887,221.88912454400224,226.07218293574846,9840856
2010-01-28,222.4783935546875,228.11679581276832,221.38464003966996,224.37572108073832,12732872
2010-01-29,221.02743530273438,223.2149417317051,214.7149211102286,218.96492052179977,15012280
2010-02-01,218.86228942871094,225.8935613481443,213.40245969886078,218.48282396004313,12308784
2010-02-02,217.8533477783203,223.3042618484426,216.21940979537152,223.3042618484426,9889384
2010-02-03,220.82220458984375,223.21507454867498,218.75077305770148,218.75077305770148,6405608
